source,target,capacity
Node_54,Node_931,3.6347
Node_54,Node_950,4.2873
Node_54,Node_976,4.6455
Node_55,Node_61,2.7824
Node_55,Node_73,0.5674
Node_55,Node_96,9.0261
Node_55,Node_105,3.0063
Node_55,Node_162,0.6695
Node_55,Node_190,10.0283
Node_55,Node_282,4.7916
Node_55,Node_323,0.4835
Node_55,Node_556,1.101
Node_55,Node_728,1.3019
Node_55,Node_741,5.9332
Node_55,Node_824,1.0873
Node_55,Node_868,4.3764
Node_55,Node_921,5.0221
Node_55,Node_965,1.9675
Node_55,Node_971,0.6349
Node_56,Node_68,0.4225
Node_56,Node_83,1.9569
Node_56,Node_104,3.1267
Node_56,Node_151,0.8037
Node_56,Node_166,3.6225
Node_56,Node_189,0.4417
Node_56,Node_218,3.0383
Node_56,Node_328,0.2422
Node_56,Node_418,4.8691
Node_56,Node_430,1.9475
Node_56,Node_439,0.6276
Node_56,Node_592,0.69
Node_56,Node_680,3.3868
Node_56,Node_694,0.1814
Node_56,Node_766,0.774
Node_56,Node_843,0.4064
Node_56,Node_936,3.797
Node_56,Node_946,1.1909
Node_57,Node_91,1.0334
Node_57,Node_99,9.2648
Node_57,Node_171,4.3219
Node_57,Node_220,9.7383
Node_57,Node_362,0.8077
Node_57,Node_370,1.0482
Node_57,Node_775,1.9246
Node_57,Node_831,2.123
Node_57,Node_880,2.3472
Node_57,Node_935,5.7072
Node_58,Node_65,4.3371
Node_58,Node_82,3.2077
Node_58,Node_161,2.4074
Node_58,Node_211,2.2458
Node_58,Node_299,0.2794
Node_58,Node_318,1.9278
Node_58,Node_325,0.1563
Node_58,Node_331,0.5683
Node_58,Node_379,0.2759
Node_58,Node_711,1.9643
Node_58,Node_720,3.6528
Node_58,Node_832,10.2698
Node_58,Node_916,1.8053
Node_59,Node_79,0.4236
Node_59,Node_84,0.31
Node_59,Node_228,1.0229
Node_59,Node_253,2.4309
Node_59,Node_435,0.1277
Node_59,Node_462,1.6571
Node_59,Node_546,1.892
Node_59,Node_614,3.9311
Node_59,Node_699,2.0541
Node_59,Node_745,4.7028
Node_59,Node_747,0.3075
Node_59,Node_775,1.9412
Node_59,Node_850,1.3502
Node_59,Node_912,4.3341
Node_59,Node_933,8.1203
Node_59,Node_963,4.1315
Node_60,Node_62,10.4028
Node_60,Node_64,4.303
Node_60,Node_89,1.1621
Node_60,Node_99,0.6728
Node_60,Node_108,2.3678
Node_60,Node_131,1.5171
Node_60,Node_133,0.137
Node_60,Node_149,9.0534
Node_60,Node_151,2.7524
Node_60,Node_182,5.2337
Node_60,Node_185,0.2494
Node_60,Node_255,1.4704
Node_60,Node_301,2.8496
Node_60,Node_332,0.1781
Node_60,Node_348,0.4133
Node_60,Node_358,1.8906
Node_60,Node_419,3.5553
Node_60,Node_484,0.0318
Node_60,Node_496,0.0111
Node_60,Node_646,0.2175
Node_60,Node_745,3.9571
Node_60,Node_803,1.2303
Node_60,Node_880,0.0212
Node_61,Node_68,2.8289
Node_61,Node_194,1.3624
Node_61,Node_196,1.5769
Node_61,Node_198,4.0107
Node_61,Node_276,5.5933
Node_61,Node_396,2.9505
Node_61,Node_471,1.0449
Node_61,Node_671,0.1701
Node_61,Node_812,8.664
Node_61,Node_916,0.2507
Node_62,Node_71,5.4117
Node_62,Node_155,3.3806
Node_62,Node_486,4.7606
Node_62,Node_529,1.7512
Node_62,Node_541,0.6373
Node_62,Node_609,0.0385
Node_62,Node_688,1.212
Node_62,Node_709,2.1426
Node_62,Node_736,5.2487
Node_62,Node_847,4.8372
Node_62,Node_872,1.438
Node_62,Node_899,0.4295
Node_62,Node_901,0.5593
Node_62,Node_954,3.5478
Node_62,Node_971,4.904
Node_63,Node_69,0.6983
Node_63,Node_75,0.3483
Node_63,Node_81,6.4004
Node_63,Node_181,4.0136
Node_63,Node_228,1.7369
Node_63,Node_326,4.4945
Node_63,Node_366,0.2922
Node_63,Node_581,3.1265
Node_63,Node_585,9.0589
Node_63,Node_651,1.1127
Node_63,Node_685,4.3899
Node_63,Node_796,1.0645
Node_63,Node_865,1.1592
Node_63,Node_884,3.5389
Node_63,Node_904,0.4561
Node_63,Node_908,0.8088
Node_63,Node_964,8.1757
Node_64,Node_70,1.8475
Node_64,Node_87,1.1388
Node_64,Node_135,0.0613
Node_64,Node_191,6.1113
Node_64,Node_279,0.4314
Node_64,Node_283,1.9366
Node_64,Node_401,0.2264
Node_64,Node_486,0.4004
Node_64,Node_545,0.0961
Node_64,Node_708,1.0855
Node_64,Node_715,0.0931
Node_64,Node_756,5.8672
Node_64,Node_914,1.565
Node_64,Node_936,1.2745
Node_65,Node_137,1.5838
Node_65,Node_160,2.4981
Node_65,Node_175,5.7303
Node_65,Node_215,0.3344
Node_65,Node_265,1.6734
Node_65,Node_288,1.5211
Node_65,Node_414,0.2081
Node_65,Node_453,1.4575
Node_65,Node_540,2.7446
Node_65,Node_567,1.06
Node_65,Node_613,3.8689
Node_65,Node_695,0.299
Node_65,Node_725,0.3066
Node_65,Node_776,4.3172
Node_65,Node_853,2.0877
Node_66,Node_104,1.2421
Node_66,Node_148,5.3163
Node_66,Node_164,1.5816
Node_66,Node_247,11.0972
Node_66,Node_522,0.4054
Node_66,Node_686,7.442
Node_66,Node_799,2.1587
Node_66,Node_860,2.3191
Node_67,Node_87,3.8911
Node_67,Node_114,7.2539
Node_67,Node_141,0.2172
Node_67,Node_150,3.8121
Node_67,Node_157,6.87
Node_67,Node_204,5.3991
Node_67,Node_251,19.2059
Node_67,Node_288,2.6224
Node_67,Node_374,2.2594
Node_67,Node_451,0.6195
Node_67,Node_470,0.2011
Node_67,Node_524,4.9736
Node_67,Node_525,0.5283
Node_67,Node_542,1.4014
Node_67,Node_552,2.71
Node_67,Node_653,0.1353
Node_67,Node_674,3.153
Node_67,Node_831,5.138
Node_67,Node_897,3.8223
Node_67,Node_944,4.1222
Node_68,Node_90,3.1289
Node_68,Node_125,5.4488
Node_68,Node_133,4.8205
Node_68,Node_183,0.6728
Node_68,Node_195,0.4135
Node_68,Node_200,4.5012
Node_68,Node_222,3.6157
Node_68,Node_244,0.1743
Node_68,Node_364,2.5
Node_68,Node_391,0.7865
Node_68,Node_550,5.5065
Node_68,Node_659,1.3401
Node_68,Node_676,4.9215
Node_68,Node_780,0.5238
Node_68,Node_867,0.6584
Node_69,Node_77,2.722
Node_69,Node_87,1.2443
Node_69,Node_213,4.1103
Node_69,Node_224,4.5102
Node_69,Node_314,1.0408
Node_69,Node_348,3.0139
Node_69,Node_449,0.5791
Node_69,Node_480,7.3063
Node_69,Node_521,5.2327
Node_69,Node_552,1.6812
Node_69,Node_574,2.3931
Node_69,Node_575,3.9184
Node_69,Node_587,0.3351
Node_69,Node_619,3.1555
Node_69,Node_701,3.4166
Node_69,Node_761,4.3713
Node_69,Node_855,1.205
Node_69,Node_879,2.6755
Node_70,Node_272,1.7244
Node_70,Node_326,11.1541
Node_70,Node_344,4.8216
Node_70,Node_380,6.2933
Node_70,Node_532,0.1797
Node_70,Node_693,4.0102
Node_70,Node_905,0.7411
Node_71,Node_160,2.8266
Node_71,Node_212,1.3773
Node_71,Node_291,5.5229
Node_71,Node_292,0.4124
Node_71,Node_307,0.9286
Node_71,Node_564,4.8749
Node_71,Node_726,1.4542
Node_71,Node_786,4.0915
Node_71,Node_846,3.0343
Node_71,Node_859,0.1855
Node_72,Node_97,0.307
Node_72,Node_112,1.1216
Node_72,Node_119,11.4265
Node_72,Node_142,1.9298
Node_72,Node_147,1.4367
Node_72,Node_160,3.6281
Node_72,Node_177,0.8301
Node_72,Node_183,0.1814
Node_72,Node_185,5.35
Node_72,Node_188,7.673
Node_72,Node_192,0.1666
Node_72,Node_193,5.1553
Node_72,Node_232,0.359
Node_72,Node_234,2.3464
Node_72,Node_238,0.949
Node_72,Node_256,3.4024
Node_72,Node_274,1.6064
Node_72,Node_275,0.4341
Node_72,Node_304,6.6206
Node_72,Node_306,2.4147
Node_72,Node_308,1.2879
Node_72,Node_311,1.1348
Node_72,Node_344,3.0028
Node_72,Node_346,2.0717
Node_72,Node_348,1.0825
Node_72,Node_418,0.9663
Node_72,Node_435,0.1082
Node_72,Node_436,1.3717
Node_72,Node_455,1.4765
Node_72,Node_460,4.8622
Node_72,Node_467,1.917
Node_72,Node_490,3.51
Node_72,Node_513,5.3646
Node_72,Node_521,0.01
Node_72,Node_529,1.9503
Node_72,Node_550,0.7637
Node_72,Node_600,3.8323
Node_72,Node_606,0.2966
Node_72,Node_613,0.9092
Node_72,Node_627,0.3819
Node_72,Node_632,1.5751
Node_72,Node_687,1.4141
Node_72,Node_702,2.3163
Node_72,Node_718,1.7484
Node_72,Node_719,7.736
Node_72,Node_774,6.1647
Node_72,Node_793,5.1333
Node_72,Node_906,0.8579
Node_72,Node_939,1.5509
Node_72,Node_940,2.8786
Node_72,Node_983,2.2051
Node_73,Node_81,1.1957
Node_73,Node_96,0.1666
Node_73,Node_126,10.3069
Node_73,Node_159,0.3077
Node_73,Node_166,3.6058
Node_73,Node_253,5.7614
Node_73,Node_276,3.7549
Node_73,Node_309,7.047
Node_73,Node_329,8.2055
Node_73,Node_335,10.7258
Node_73,Node_346,7.4806
Node_73,Node_360,1.2511
Node_73,Node_378,3.6493
Node_73,Node_414,7.3114
Node_73,Node_428,0.8721
Node_73,Node_438,2.4987
Node_73,Node_440,2.1442
Node_73,Node_525,0.5801
Node_73,Node_543,6.9235
Node_73,Node_631,1.5126
Node_73,Node_825,0.9988
Node_74,Node_82,3.195
Node_74,Node_137,6.8942
Node_74,Node_152,0.3435
Node_74,Node_224,1.1136
Node_74,Node_304,0.7667
Node_74,Node_305,1.5431
Node_74,Node_413,1.5992
Node_74,Node_519,0.3387
Node_74,Node_537,1.8362
Node_74,Node_591,0.0521
Node_74,Node_898,1.568
Node_74,Node_958,2.4497
Node_75,Node_85,5.5513
Node_75,Node_100,9.0874
Node_75,Node_102,7.5021
Node_75,Node_134,1.0827
Node_75,Node_141,0.01
Node_75,Node_163,2.5304
Node_75,Node_171,3.1129
Node_75,Node_219,2.0802
Node_75,Node_229,9.5759
Node_75,Node_296,0.5651
Node_75,Node_345,0.0452
Node_75,Node_436,10.2075
Node_75,Node_478,0.9416
Node_75,Node_503,4.5921
Node_75,Node_589,2.879
Node_75,Node_618,0.3947
Node_75,Node_933,0.1198
Node_75,Node_965,0.9569
Node_75,Node_982,1.3483
Node_76,Node_509,10.121
Node_76,Node_818,1.1591
Node_77,Node_82,1.4969
Node_77,Node_110,5.6847
Node_77,Node_125,9.7612
Node_77,Node_135,0.6438
Node_77,Node_143,3.4517
Node_77,Node_153,9.4996
Node_77,Node_159,0.5454
Node_77,Node_164,0.8467
Node_77,Node_165,3.3581
Node_77,Node_168,19.5741
Node_77,Node_175,2.0659
Node_77,Node_177,0.0551
Node_77,Node_253,0.1918
Node_77,Node_307,4.7941
Node_77,Node_320,5.3479
Node_77,Node_340,2.2402
Node_77,Node_342,1.2653
Node_77,Node_360,2.9675
Node_77,Node_386,1.4489
Node_77,Node_390,1.0697
Node_77,Node_404,7.1088
Node_77,Node_438,4.6759
Node_77,Node_448,1.6574
Node_77,Node_482,10.2928
Node_77,Node_498,2.8922
Node_77,Node_619,2.5617
Node_77,Node_658,1.8632
Node_77,Node_720,0.082
Node_77,Node_745,6.1038
Node_77,Node_752,1.4235
Node_77,Node_820,12.5426
Node_77,Node_839,0.2117
Node_77,Node_893,0.9234
Node_77,Node_917,0.0974
Node_77,Node_930,2.49
Node_77,Node_931,0.3575
Node_77,Node_953,0.1061
Node_78,Node_90,0.2066
Node_78,Node_127,0.0607
Node_78,Node_135,6.9003
Node_78,Node_174,4.6305
Node_78,Node_202,3.488
Node_78,Node_215,4.2524
Node_78,Node_218,4.3009
Node_78,Node_230,1.0517
Node_78,Node_269,0.0927
Node_78,Node_294,0.1724
Node_78,Node_315,1.069
Node_78,Node_418,2.9441
Node_78,Node_424,0.0182
Node_78,Node_491,0.4914
Node_78,Node_655,4.6876
Node_78,Node_666,0.2554
Node_78,Node_681,4.9276
Node_78,Node_726,10.1001
Node_78,Node_773,1.5827
Node_78,Node_830,1.0431
Node_78,Node_925,0.3211
Node_79,Node_88,5.7151
Node_79,Node_109,3.2674
Node_79,Node_149,1.7495
Node_79,Node_352,10.8946
Node_79,Node_452,0.3285
Node_79,Node_524,7.1417
Node_79,Node_551,6.5565
Node_79,Node_557,1.1553
Node_79,Node_614,3.5718
Node_79,Node_655,0.1978
Node_79,Node_756,0.0709
Node_79,Node_813,4.1416
Node_80,Node_115,2.0105
Node_80,Node_140,3.3467
Node_80,Node_219,0.5184
Node_80,Node_315,1.9472
Node_80,Node_362,3.6495
Node_80,Node_471,0.2408
Node_80,Node_495,3.8581
Node_80,Node_555,0.8426
Node_80,Node_612,0.4153
Node_81,Node_88,0.71
Node_81,Node_111,1.3944
Node_81,Node_116,0.9677
Node_81,Node_211,0.5522
Node_81,Node_255,0.3749
Node_81,Node_261,1.1996
Node_81,Node_591,1.7661
Node_81,Node_652,0.1612
Node_81,Node_761,1.5891
Node_81,Node_858,4.2806
Node_82,Node_90,0.2444
Node_82,Node_101,4.3391
Node_82,Node_108,5.7933
Node_82,Node_130,1.7849
Node_82,Node_144,2.695
Node_82,Node_257,0.8829
Node_82,Node_322,1.8809
Node_82,Node_343,0.9955
Node_82,Node_416,4.7664
Node_82,Node_420,4.1469
Node_82,Node_435,0.01
Node_82,Node_447,3.9336
Node_82,Node_480,3.2709
Node_82,Node_598,0.0579
Node_82,Node_603,2.7904
Node_82,Node_649,4.5761
Node_82,Node_653,3.7215
Node_82,Node_734,6.24
Node_82,Node_768,0.1536
Node_83,Node_114,5.1844
Node_83,Node_154,5.3387
Node_83,Node_158,7.843
Node_83,Node_162,3.2314
Node_83,Node_165,10.1323
Node_83,Node_169,0.6558
Node_83,Node_197,0.6894
Node_83,Node_214,3.5457
Node_83,Node_254,4.2633
Node_83,Node_355,4.1523
Node_83,Node_386,8.1818
Node_83,Node_424,6.3507
Node_83,Node_481,0.357
Node_83,Node_554,0.4527
Node_83,Node_664,6.8523
Node_83,Node_726,0.6501
Node_83,Node_735,0.3878
Node_83,Node_809,1.7804
Node_83,Node_911,0.3583
Node_84,Node_122,1.227
Node_84,Node_172,1.3783
Node_84,Node_387,1.2283
Node_84,Node_392,2.0845
Node_84,Node_495,5.5473
Node_85,Node_117,11.3518
Node_85,Node_134,5.9749
Node_85,Node_244,1.1836
Node_85,Node_478,3.0448
Node_85,Node_847,1.5628
Node_86,Node_209,0.0396
Node_86,Node_226,2.2397
Node_86,Node_323,4.1176
Node_86,Node_442,0.9106
Node_86,Node_468,2.462
Node_86,Node_751,4.7358
Node_86,Node_833,5.6582
Node_86,Node_924,3.8523
Node_87,Node_97,9.6329
Node_87,Node_150,2.8737
Node_87,Node_341,4.5474
Node_87,Node_461,1.56
Node_87,Node_677,0.1546
Node_87,Node_770,5.849
Node_87,Node_956,2.8845
Node_88,Node_103,0.8274
Node_88,Node_125,0.9692
Node_88,Node_139,3.8437
Node_88,Node_178,1.7639
Node_88,Node_200,2.7925
Node_88,Node_276,2.0692
Node_88,Node_287,4.9104
Node_88,Node_383,0.4003
Node_88,Node_400,0.6147
Node_88,Node_522,2.5861
Node_88,Node_563,0.1529
Node_88,Node_587,0.2513
Node_88,Node_605,0.2281
Node_88,Node_684,2.693
Node_88,Node_722,6.1525
Node_88,Node_724,5.9291
Node_88,Node_730,0.7811
Node_88,Node_754,1.6609
Node_88,Node_764,0.4611
Node_88,Node_813,1.3194
Node_88,Node_830,0.7922
Node_88,Node_909,1.6938
Node_88,Node_972,0.5832
Node_88,Node_982,19.1114
Node_89,Node_112,1.3009
Node_89,Node_133,2.6896
Node_89,Node_230,0.9742
Node_89,Node_257,1.4182
Node_89,Node_259,1.5289
Node_89,Node_506,0.9608
Node_89,Node_526,5.7582
Node_89,Node_547,4.2675
Node_89,Node_617,1.9349
Node_89,Node_912,1.0195
Node_90,Node_110,0.2776
Node_90,Node_174,4.3091
Node_90,Node_268,1.0306
Node_90,Node_305,0.0706
Node_90,Node_310,7.8457
Node_90,Node_324,1.66
Node_90,Node_410,5.4761
Node_90,Node_758,1.6462
Node_90,Node_773,1.3194
Node_91,Node_119,0.1712
Node_91,Node_124,8.0106
Node_91,Node_151,3.3507
Node_91,Node_170,7.6081
Node_91,Node_232,1.8944
Node_91,Node_393,2.2435
Node_91,Node_591,0.9522
Node_91,Node_597,1.7716
Node_92,Node_93,3.1164
Node_92,Node_105,4.0457
Node_92,Node_142,1.1442
Node_92,Node_186,9.0541
Node_92,Node_208,0.8719
Node_92,Node_252,2.4016
Node_92,Node_259,0.2585
Node_92,Node_284,2.0595
Node_92,Node_343,0.4427
Node_92,Node_399,0.7807
Node_92,Node_481,4.2328
Node_92,Node_501,0.187
Node_92,Node_632,6.3951
Node_92,Node_641,2.6674
Node_92,Node_685,1.2165
Node_92,Node_710,0.7845
Node_92,Node_744,2.0954
Node_92,Node_768,4.5906
Node_92,Node_895,1.751
Node_92,Node_902,0.2755
Node_92,Node_906,2.4535
Node_92,Node_945,5.1953
Node_93,Node_108,1.5459
Node_93,Node_163,1.7627
Node_93,Node_166,2.6476
Node_93,Node_211,1.9728
Node_93,Node_256,11.3571
Node_93,Node_445,0.0199
Node_93,Node_469,0.0285
Node_93,Node_626,0.7117
Node_93,Node_654,3.8994
Node_93,Node_671,5.8304
Node_93,Node_852,0.4492
Node_94,Node_97,4.4826
Node_94,Node_104,4.1173
Node_94,Node_119,2.7997
Node_94,Node_133,0.8718
Node_94,Node_162,1.7646
Node_94,Node_166,1.4545
Node_94,Node_168,2.6325
Node_94,Node_311,0.823
Node_94,Node_349,1.1874
Node_94,Node_377,1.441
Node_94,Node_416,2.0651
Node_94,Node_527,0.0262
Node_94,Node_629,3.2767
Node_95,Node_123,5.6283
Node_95,Node_165,0.1101
Node_95,Node_205,2.938
Node_95,Node_224,0.8132
Node_95,Node_246,1.1646
Node_95,Node_279,0.2667
Node_95,Node_289,4.9613
Node_95,Node_302,8.8828
Node_95,Node_321,2.0767
Node_95,Node_363,0.5068
Node_95,Node_413,0.9242
Node_95,Node_424,19.8723
Node_95,Node_437,2.4128
Node_95,Node_478,1.7242
Node_95,Node_487,6.7469
Node_95,Node_502,5.4826
Node_95,Node_535,8.0301
Node_95,Node_560,1.6551
Node_95,Node_609,0.6644
Node_95,Node_648,0.3672
Node_95,Node_673,3.349
Node_95,Node_690,0.1608
Node_95,Node_694,0.8952
Node_95,Node_696,5.1914
Node_95,Node_888,0.4512
Node_95,Node_900,5.8993
Node_95,Node_920,1.4288
Node_95,Node_934,3.7079
Node_95,Node_949,9.3008
Node_96,Node_128,8.7135
Node_96,Node_142,3.3421
Node_96,Node_156,2.2863
Node_96,Node_174,4.1452
Node_96,Node_177,1.9334
Node_96,Node_203,11.8304
Node_96,Node_223,3.0548
Node_96,Node_244,10.6587
Node_96,Node_288,1.5498
Node_96,Node_293,0.3488
Node_96,Node_426,2.2445
Node_96,Node_475,1.9756
Node_96,Node_497,0.8978
Node_96,Node_677,4.8293
Node_96,Node_811,4.4371
Node_96,Node_834,5.1803
Node_96,Node_839,1.2895
Node_96,Node_892,6.7636
Node_96,Node_973,2.4925
Node_96,Node_980,1.3227
Node_97,Node_112,1.1159
Node_97,Node_163,1.81
Node_97,Node_216,2.8445
Node_97,Node_221,7.8696
Node_97,Node_231,2.7399
Node_97,Node_243,3.8869
Node_97,Node_311,0.674
Node_97,Node_514,6.971
Node_98,Node_101,2.9527
Node_98,Node_103,0.1414
Node_98,Node_128,0.4214
Node_98,Node_144,2.226
Node_98,Node_161,0.5588
Node_98,Node_187,10.282
Node_98,Node_309,0.6894
Node_98,Node_338,5.7709
Node_98,Node_689,18.8387
Node_98,Node_757,1.1175
Node_98,Node_897,5.2865
Node_98,Node_917,1.7389
Node_99,Node_138,1.1763
Node_99,Node_167,1.34
Node_99,Node_196,3.2901
Node_99,Node_269,0.4446
Node_99,Node_299,4.3032
Node_99,Node_331,4.9072
Node_99,Node_342,1.4499
Node_99,Node_391,1.8436
Node_99,Node_415,2.7489
Node_99,Node_416,0.933
Node_99,Node_421,0.2722
Node_99,Node_434,1.3729
Node_99,Node_456,1.2876
Node_99,Node_520,1.1296
Node_99,Node_558,2.3728
Node_99,Node_844,14.935
Node_99,Node_854,2.836
Node_99,Node_857,6.4799
Node_99,Node_971,3.7742
Node_100,Node_143,4.6126
Node_100,Node_188,1.8668
Node_100,Node_341,4.8309
Node_100,Node_569,0.01
Node_100,Node_573,5.0261
Node_100,Node_792,11.279
Node_101,Node_119,1.7563
Node_101,Node_213,2.8367
Node_101,Node_573,4.6319
Node_101,Node_809,5.3769
Node_102,Node_156,3.4182
Node_102,Node_168,0.6406
Node_102,Node_245,1.9545
Node_102,Node_385,1.8244
Node_102,Node_457,0.344
Node_102,Node_602,1.9815
Node_102,Node_656,2.2077
Node_102,Node_657,5.9243
Node_102,Node_672,1.2639
Node_102,Node_682,0.799
Node_102,Node_843,1.3858
Node_103,Node_163,11.1659
Node_103,Node_212,3.5535
Node_103,Node_299,12.238
Node_103,Node_917,0.7227
Node_104,Node_328,12.9571
Node_104,Node_441,1.6392
Node_104,Node_520,0.2672
Node_104,Node_701,13.4552
Node_104,Node_813,4.8268
Node_105,Node_134,7.5366
Node_105,Node_145,1.0536
Node_105,Node_190,1.9058
Node_105,Node_297,1.7308
Node_105,Node_379,3.0604
Node_105,Node_408,6.731
Node_105,Node_500,5.141
Node_105,Node_629,0.733
Node_105,Node_886,14.0092
Node_105,Node_968,3.2156
Node_106,Node_205,0.157
Node_106,Node_220,1.1472
Node_106,Node_239,0.8391
Node_106,Node_285,0.7597
Node_106,Node_300,3.6958
Node_106,Node_347,3.9997
Node_106,Node_358,3.5366
Node_106,Node_375,2.0514
Node_106,Node_390,0.4475
Node_106,Node_407,5.8096
Node_106,Node_420,2.3432
Node_106,Node_465,4.3853
Node_106,Node_537,6.4536
Node_106,Node_559,2.4766
Node_106,Node_633,0.9947
Node_106,Node_691,3.8133
Node_106,Node_755,2.9465
Node_106,Node_761,2.9222
Node_106,Node_960,2.1563
Node_106,Node_996,10.6134
Node_107,Node_118,4.737
Node_107,Node_121,0.4456
Node_107,Node_210,0.4458
Node_107,Node_300,2.4879
Node_107,Node_627,7.7338
Node_107,Node_868,4.372
Node_108,Node_980,7.897
Node_109,Node_157,3.9603
Node_109,Node_213,4.539
Node_109,Node_293,2.184
Node_109,Node_336,9.445
Node_109,Node_624,6.7701
Node_109,Node_673,3.6581
Node_109,Node_737,9.9156
Node_109,Node_832,1.2491
Node_110,Node_296,12.5937
Node_110,Node_499,2.2237
Node_110,Node_536,4.8593
Node_110,Node_837,3.3564
Node_111,Node_227,2.0926
Node_111,Node_493,1.9544
Node_111,Node_608,2.0987
Node_111,Node_674,0.7584
Node_111,Node_907,0.3522
Node_112,Node_209,1.6411
Node_112,Node_369,19.4886
Node_112,Node_440,0.3487
Node_112,Node_557,2.0242
Node_112,Node_558,13.2695
Node_112,Node_582,1.4633
Node_112,Node_644,6.2352
Node_113,Node_120,4.0743
Node_113,Node_384,1.8049
Node_113,Node_432,0.4985
Node_113,Node_576,1.5742
Node_113,Node_731,2.6412
Node_114,Node_116,5.9596
Node_114,Node_336,3.5602
Node_114,Node_543,3.9327
Node_114,Node_588,3.585
Node_114,Node_826,1.1364
Node_115,Node_145,0.653
Node_115,Node_146,15.9803
Node_115,Node_165,2.1428
Node_115,Node_178,1.5986
Node_115,Node_236,1.721
Node_115,Node_262,6.3297
Node_115,Node_372,6.9381
Node_115,Node_393,5.8402
Node_115,Node_486,5.83
Node_115,Node_512,5.2168
Node_115,Node_516,1.306
Node_115,Node_624,0.5196
Node_115,Node_652,6.2443
Node_115,Node_714,8.0272
Node_115,Node_728,5.3874
Node_115,Node_854,0.4274
Node_115,Node_917,0.5532
Node_115,Node_942,0.8867
Node_115,Node_958,2.2434
Node_116,Node_122,1.5986
Node_116,Node_130,3.4502
Node_116,Node_172,1.8473
Node_116,Node_187,1.0078
Node_116,Node_240,1.2094
Node_116,Node_250,0.6461
Node_116,Node_489,1.928
Node_116,Node_492,0.0919
Node_116,Node_593,1.6155
Node_116,Node_604,6.857
Node_116,Node_849,4.4425
Node_116,Node_986,1.7558
Node_116,Node_990,5.9643
Node_117,Node_146,1.8585
Node_117,Node_164,6.7881
Node_117,Node_181,5.0573
Node_117,Node_196,0.908
Node_117,Node_241,1.591
Node_117,Node_308,1.1613
Node_117,Node_326,1.1626
Node_117,Node_505,0.8495
Node_117,Node_903,1.6872
Node_117,Node_942,0.103
Node_117,Node_978,1.8238
Node_118,Node_138,4.7746
Node_118,Node_173,0.3501
Node_118,Node_223,3.3228
Node_118,Node_226,5.5981
Node_118,Node_241,0.9023
Node_118,Node_261,0.5742
Node_118,Node_275,0.7444
Node_118,Node_287,4.5577
Node_118,Node_327,0.3885
Node_118,Node_351,2.5488
Node_118,Node_368,9.7483
Node_118,Node_414,3.7544
Node_118,Node_439,9.5727
Node_118,Node_449,6.8919
Node_118,Node_678,1.1811
Node_119,Node_122,5.6423
Node_119,Node_182,1.376
Node_119,Node_276,9.2245
Node_119,Node_291,10.8301
Node_119,Node_307,4.4916
Node_119,Node_353,0.1655
Node_119,Node_381,2.86
Node_119,Node_392,0.2322
Node_119,Node_423,11.2326
Node_119,Node_445,7.2481
Node_119,Node_511,3.6661
Node_119,Node_535,3.112
Node_119,Node_596,4.6598
Node_119,Node_719,3.6901
Node_120,Node_129,1.3115
Node_120,Node_148,2.1163
Node_120,Node_193,1.6673
Node_120,Node_268,0.2157
Node_120,Node_359,0.7694
Node_120,Node_389,1.2152
Node_120,Node_395,7.7123
Node_120,Node_458,2.2353
Node_120,Node_469,7.8372
Node_120,Node_496,5.7314
Node_120,Node_506,1.2724
Node_120,Node_522,0.928
Node_120,Node_630,0.7027
Node_120,Node_637,0.9088
Node_120,Node_789,7.1936
Node_120,Node_826,0.6499
Node_120,Node_850,5.6258
Node_121,Node_127,1.1939
Node_121,Node_154,1.9367
Node_121,Node_642,0.9819
Node_122,Node_173,0.1641
Node_122,Node_250,5.6121
Node_122,Node_264,5.3555
Node_122,Node_452,1.5683
Node_122,Node_529,1.0357
Node_122,Node_628,0.161
Node_122,Node_715,1.2085
Node_123,Node_138,1.273
Node_123,Node_263,0.3655
Node_123,Node_316,4.3793
Node_123,Node_356,2.9397
Node_123,Node_379,1.0712
Node_123,Node_488,1.209
Node_123,Node_497,1.3793
Node_123,Node_613,1.2414
Node_123,Node_620,0.4279
Node_123,Node_623,9.1729
Node_123,Node_870,6.8552
Node_123,Node_875,2.1681
Node_123,Node_983,2.6719
Node_124,Node_125,0.01
Node_124,Node_218,6.9488
Node_124,Node_238,3.1733
Node_124,Node_391,1.3894
Node_124,Node_399,0.7486
Node_124,Node_446,3.2128
Node_124,Node_458,4.2703
Node_124,Node_551,2.9372
Node_124,Node_570,0.3889
Node_124,Node_598,1.0083
Node_124,Node_706,5.6602
Node_124,Node_737,6.2868
Node_124,Node_806,3.1037
Node_124,Node_881,7.3489
Node_125,Node_174,4.1564
Node_125,Node_651,0.1607
Node_125,Node_708,0.98
Node_125,Node_736,3.5329
Node_125,Node_774,0.8263
Node_125,Node_875,2.3215
Node_126,Node_150,0.4678
Node_126,Node_205,2.9718
Node_126,Node_222,0.8279
Node_126,Node_255,0.2052
Node_126,Node_329,1.3766
Node_126,Node_363,0.0147
Node_126,Node_408,0.1311
Node_126,Node_491,2.4116
Node_126,Node_500,3.1604
Node_126,Node_529,2.8049
Node_126,Node_606,3.5023
Node_126,Node_627,4.338
Node_126,Node_750,2.0698
Node_126,Node_786,4.449
Node_126,Node_810,11.1307
Node_126,Node_853,1.0929
